,Date,Type,Operator,Fatalities,Route,Location,Country,Summary,rtva2
3360,6/22/1982,Boeing B-707-437,Air India,17.0,Kuala Lumpur - Mumbai,"Bombay, India",India,The crew initiated a go-around after a heavy landing and a subsequently bounced lifted off the runway but descended back onto the ground and broke up. Deliberate reduction of engine power by the pilot 12 seconds prior to first impact due to altitude unawareness resulting in a high rate of descent and very hard landing. The aircraft was named 'Gaurishankar.',6
3361,7/3/1982,Cessna 404 Titan,Air Affaires Gabon,12.0,,"Oganda, Gabon",Gabon,,6
3362,7/6/1982,Ilyushin IL-62M,Aeroflot,90.0,,"Near Moscow, Russia",Russia,The aircraft crashed and burned in field shortly after takeoff. Failure of the aircraft's power plant fire warning system due to design deficiencies which resulted in false fire indications in both engines.,7
3363,7/9/1982,Boeing B-727-235,Pan American World Airways,145.0,New Orleans - Las Vegas,"Kenner, Louisiana",USA,"The aircraft crashed during a thunderstorm, 29 seconds after taking off from New Orleans International Airport. The plane reached an altitude of 95 to 150 feet and then began to descend and crashed into trees and houses bursting into flames. Microbust induced windshear. Limited capability of current ground-based low-level windshear detection technology. The aircraft was named 'Clipper Defiance.'",10
3364,7/11/1982,Hawker Siddeley HS-748-209 Srs. 2,Philippine Air Lines,4.0,,"Jolo, Philippines",Philippines,Takeoff was aborted at V1 when the crew heard unusual sounds from the No.1 engine. The aircraft overran the runway and came to rest against a wall and some vehicles. Misjudged speed and distance and delayed action in aborting the takeoff.,12
3365,7/14/1982,Cessna 172F,Air Taxi,4.0,"Imnaha, OR - Fort Fairfield, ME","Oxbow, Oregon",USA,"During the final approach the aircraft was observed to descend to approximately 50 feet above the river and then execute a pullup and begin a left turn to either reenter a left downwind or reverse the direction of landing. The pilot lost control, the left wing dropped, the nose pitched down and the aircraft impacted the ground at the river's edge. Inadvertent stall by the pilot in command. Aircraft's weight and balance exceeded limits.",7
3366,7/23/1982,Bell UH-1B Huey Helicopter,Western Helicopter,0.0,Movie set,"Castaic, California",USA,"During the filming of 'Twilight Zone, The Movie', a helicopter crashed, killing actor ViMorrow, 53, and two child actors. The helicopter was hovering low over a make believe Vietnamese village when an explosive charge from the special effects hit the tail rotor of the helicopter sending it crashing to the ground. One child, Rene Chen, 6, was crushed to death with the right skid. ViMorrow and the other child, Myca Dinh Le, 7, were decapitated. Criminal charges against the production company were eventually dismissed in a much publicized trial. The civil trial ended in awards of 2 million dollars to the families of each of the children and $700,000  to the estate of ViMorrow.",11
3367,7/24/1982,Cessna A185F,Air Taxi,4.0,"Sitka, AK - Warm Springs, AK","Near Sitka, Alaska",USA,Impacted the side of a mountain shortly after taking off. Improper in-flight planning. Proper alititude not maintained. Improper use of flight controls.,7
3368,8/4/1982,Piper PA-28-161,Air Taxi,2.0,"Groton, CT - Concord, CT","Concord, New Hampshire",USA,Collided with trees on approach. Weather briefing recommended no VFR flight. VFR flight into IFR conditions.,14
3369,8/11/1982,Boeing B-747-121,Pan American World Airways,1.0,Tokyo - Honolulu,PacifiOcean,PacifiOcean,"A sixteen-year-old boy was killed when a bomb detonated under a seat cushion. The explosion caused minor damage and the plane landed safely at Honolulu. The bomb was placed onboard by Mohammed Rashed, a Jordanian terrorist with the May 15 Organization.",0
3370,8/12/1982,de Havilland Canada DHC-6 Twin Otter 300,Burma Airways,8.0,,"Mindat, Myanmar",Myanmar,Hit high ground.,8
3371,8/14/1982,LeT 410UVP Turbojet / Tupolev TU-134V,Aeroflot / Aeroflot,11.0,,"Sukhumi, Georgia, USSR",USSR,Ground collision. Eleven killed on the LET and none on the Tupolev.,5
3372,8/14/1982,Arava 201,Military - Nicaraguan Air Force,20.0,Managua - El Rodeo,"Near Managua, Nicaragua",Nicaragua,Rolled to the right and crashed from an altitude of 500 ft. shortly after becoming airborne.,10
3373,8/20/1982,Britten-Norman BN-2A Islander,Inter Island Air Services,10.0,,"Off Castries, Saint Lucia",Saint Lucia,Crashed into the sea.,12
3374,8/31/1982,Lockheed C-141B,Military - U.S. Air Force,9.0,Training,"Knotsville, Tennessee",USA,Impacted a mountain.,10
3375,9/1/1982,de Havilland Canada DHC-4A Caribou,Aerolineas Condor,44.0,Zumba - Loja,"Near Valladolid, Ecuador",Ecuador,Flew into a mountain in the Andes after the pilot became disoriented in a low ceiling.,8
3376,9/4/1982,Gates Learjet 25B,Cia Brasiliera de Tratores,10.0,,"Rio Branco, Brazil",Brazil,The plane ran out of fuel on the third approach in poor weather.,7
3377,9/11/1982,Boeing Vertol CH-47C (helicopter),Military - U.S. Army,46.0,,"Near Mannheim, West Germany",West Germany,Crashed after experiencing catastrophimechanical failure and separation of one of the rotors. The aircraft was carrying French and German sky divers as part of Mannheim's 375 birthday celebration. Bearing failure in the forward transmission pack.,13
3378,9/13/1982,McDonnell Douglas DC-10-30CF,Spantax,50.0,Malaga - New York City,"Near Malaga, Spain",Spain,The aircraft crashed during takeoff after intense vibration caused by a blown retreaded tire. The crew aborted the takeoff above VR and overran the runway. They also  failed to apply reverse thrust symmetrically.,6
3379,9/17/1982,Robertson C-U206F,Air Taxi,4.0,"Nondalton, AK - Port Alsworth, AK","Near Nondalton, Alaksa",Alaksa,Shortly after takeoff from Hudson Lake the left wingtip contacted the water causing the aircraft to cartwheel. The aircraft came to rest inverted & floated for a short time before sinking. Poor judgement by the pilot in command. Unfavorable wind and weather conditions.,7
3380,9/18/1982,de Havilland Canada DHC-3 Otter,Central Mountain Air Services,5.0,,"Two Bridge Lake, British Colombia, Canada",Canada,,7
3381,9/21/1982,Cessna U206G,Air Taxi,4.0,"Kiana, AK - Kotzebue, AK","Near Kotzbue, Alaska",USA,"The aircraft engine lost power over water of Hotham Inlet. Due to low altitude, the pilot had to ditch the aircraft. The aircraft sank almost immediately. Because of pilot's radio call two passengers were rescued. Reason for occurrence undetermined",7
3382,9/29/1982,Ilyushin IL-62M,Aeroflot,7.0,Moscow - Luxembourg,"Luxembourg, Luxembourg",Luxembourg,"The aircraft swerved to the right after landing, sideswiped a water tower, crashed into a building and continued into a revine where it exploded and burned. Failure of the control mechanism on the No.1 engine reverser.",11
3383,10/20/1982,Piper PA-31,Air Taxi,8.0,"Anguilla - St. Thomas, VI",AtlantiOcean,AtlantiOcean,The aircraft disappeared en route. Reasons for occurrence undetermined.,0
3384,11/17/1982,Bell 212,Far Eastern Air Transport,15.0,,Off Taiwan,Off Taiwan,The helicopter crashed into the sea.,0
3385,11/23/1982,Beechcraft 95-B55,Air Taxi,2.0,"Cullman, AL - Louisville, KY","Cullman, Alabama",USA,"After takeoff from Runway 1, the aircraft was observed to climb in a steep attitude into the clouds. The aircraft crashed in a near vertical attitude about 3/4 mi from the runway on a bearing of 050 degrees. Reason for occurrence undetermined.",8
3386,11/29/1982,Antonov AN-26,TAAG Angola Airlines,15.0,,"Lubango, Angola",Angola,Flew into a mountain while descending for a landing.,7
3387,11/30/1982,de Havilland Canada DHC-6 Twin Otter 310,Aerolineas Centrales de Colombia,22.0,,"Quetame, Colombia",Colombia,"Crashed into a mountain. Flying under VFR in IFR conditions, navigation error and lack of adequate training.",9
3388,12/1/1982,Piper PA-32-260,Air Taxi - Basco Flying Service Inc.,3.0,"Philadelphia, PA - Pottstown, PA","Douglassville, Pennsylvania",USA,The pilot made an approach at Douglassville to the missed approach point where the pilot lost sight of the beacon. He began to make a missed approach. When the pilot advanced the throttle no increased engine noise was heard. The plane continued to lose speed until it crashed into trees at 440 Ft. MSL. For reasons undetermined.,13
3389,12/7/1982,Swearingen SA.227AC Metro III,Pioneer Airlines,2.0,"Sante Fe, NM - Pueblo, CO","Near Pueblo, Colorado",USA,The cargo plane flew into a hill while descending to land. The pilot may have had a physical imparement.,9
3390,12/9/1982,Mil Mi-8 (helicopter),Military - Nicaraguan Air Force,84.0,,"Near San Andres de Bocay, Nicaragua",Nicaragua,Shot down by Sandinistan rebels.,10
3391,12/9/1982,de Havilland DHC-2,Air Taxi - Tyee Airlines Inc.,8.0,"Ketchikan, AK - Craig, AK","Near Klawock, Alaksa",Alaksa,Took off and crashed into rising terrain in fog. Improper inflight planning by pilot in command. Clouds and fog prevailed at the time.,7
3392,12/9/1982,Fairchild F-27J,Aeronor Chile,46.0,Santiago - La Serena,"La Serena, Chile",Chile,"While on approach, the aircraft suddenly banked to the left and went into a steep descent and crashed.  Inadequate flight procedures by the pilot in command after experiencing a loss of power in the left engine.  Inadequate flight planning by the pilot-in-command in coordinating the adoption of measures and applying procedures to successfully remedy a stall condition caused by total loss of power in the left engine when the aircraft was flying at low altitude on final approach to land.",6
3393,12/15/1982,Cessna T210,Air Taxi - Custom Air Transport Inc.,2.0,"Columbus, OH - Difiance, OH","Defiance, Ohio",USA,The aircraft crashed during a non-precision approach in weather that was below minimums for that type of approach. Minimum descent altitude.not maintained by pilot in command.,5
3394,12/22/1982,Piper PA-31-350 Chieftain,Rijnmond Air Services,10.0,,"Mesvres, France",France,,7
3395,12/23/1982,Antonov AN-26,Aeroflot,16.0,,"Rostov-on-Don, Russia",Russia,,7
3396,12/24/1982,Ilyushin IL-18B,CAAC,25.0,,"Guangzhou, China",China,A passenger's cigarette caused a fire in the cabin which led to an oxygen tank exploding.,6
3397,1/9/1983,Convair 580-11A,RepubliAirlines,1.0,Minneapolis-St Paul - Brainerd,"Brainerd, Minnesota",USA,"The plane landed 1,725 feet beyond the runway threshold, right wing down, veered to the right until the right propeller struck a 2 to 3 foot snow bank. The blade separated from the engine and penetrated the cabin. Proper alignment not attained by pilot in command. Terrain condition, snow bank. Lack of NOTAM. Improper snow removal.",10
3398,1/11/1983,McDonnell Douglas DC-8-54F37,United Air Lines,3.0,Detroit - Los Angeles,"Detroit, Michigan",USA,"After taking off the cargo plane rolled to the right with wings vertical to the ground until it crashed into a field. The flight crew's failure to follow procedural checklist requirements and to detect and correct a mistrimmed stabilizer before the aircraft became uncontrollable. Contributing to the accident was the captain allowing the second officer, who was not qualified to act as a pilot, to occupy the seat of the first officer and to conduct the take-off.",9
3399,1/14/1983,Britten Norman BN-2A-20 Trislander,Talair,10.0,,"Near Karimui, Papua New Guinea",Papua New Guinea,,17
3400,1/16/1983,Boeing B-727-2F2,Turkish Airlines (THY),47.0,Istanbul - Ankara,"Ankara, Turkey",Turkey,"The flight originated in West Germany and stopped in Istanbul before beginning a 40-minute flight to Ankara's Esenboga Airport. The aircraft crashed short of the runway in fog, snow and poor visibility. Windshear.",7
3401,2/13/1983,Lockheed C-130H Hercules,Military - U.S. Air Force,6.0,,"Fayetteville, North Carolina",USA,An overheated APU led to a fire and loss of control of the aircraft.,15
3402,2/23/1983,Piper PA-32-301,Air Taxi,2.0,"Tallahssee, FL - Lakeland, FL","Brooksville, Florida",USA,The aircraft disappeared after entering an area of severe turbulence. Excessive airspeed for area of turbulence. Exceeded design stress limits of aircraft.,8
3403,3/9/1983,Bell 212,Aeroleo Taxi Aereo,11.0,,"Off Macae, Brazil",Brazil,Crashed into the sea.,7
3404,3/10/1983,de Havilland Canada DHC-6 Twin Otter 300,Bakhtar Afghan Airlines,19.0,,"Near Shach Goan, Afghanistan",Afghanistan,"Pilot decided to climb and continue to fly VFR in deteriorating weather. The plane crashed in an area of rain, turbulence and thunderstorms. Continued VFR flight in poor weather and a physical impairment due to lack of oxygen when flying at high altitude.",12
3405,3/11/1983,McDonnell Douglas DC-9-32,Avensa,23.0,Caracas - Barquisimeto,Barquisimeto Venezuela,Barquisimeto Venezuela,"The aircraft landed past the runway threshold, experienced a hard landing in fog, slid off the runway and broke up. Improper in-flight decisions and inadequate supervision of the flight.",0
3406,3/24/1983,Mitsubishi MU-2B-60,Air Taxi,4.0,"Jacksonville, FL - Atlanta, GA","Jeffersonville, Georgia",USA,The aircraft entered a high speed dive for reasons unknown and crashed. Exceeded design limits of aircraft.,8
3407,3/30/1983,Learjet 25,Central Airlines,2.0,Chicago - Newark,"Newark, New Jersey",USA,"While attempting to land, the cargo plane came in too steep and fast, bounced on landing, crashed and burned. Loss of control following ground contact due to anunstabilized approach. Impairment of the flightcrew's judgment, decision making and flying abilities by a combination of physioIogical and psychological factors.",11
3408,4/3/1983,Beech Super King Air 200,Total,8.0,,"Guangzhou, China",China,,6
3409,4/7/1983,Britten-Norman BN-2A-8 Islander,Munz Northern Airlines,2.0,Nome - Ambler,"Selawik, Alaska",USA,Lost control of the aircraft and crashed in a snow storm. Continued VFR flight in IFR conditions.,7
3410,4/16/1983,Hawker Siddeley HS-748-329 Srs. 2A,Air Liberia,8.0,,"Near Khartoum, Sudan",Sudan,The No.2 engine failed during climbout forcing a return to the airport. While on the  base leg the aircraft lost altitude and crashed. High Pressure fuel pump shaft broke due to pump seizure. The remaining engine could not produce enough power because the fuel datum trimmer wasn't reset in accordance with the flight manual.,6
3411,4/19/1983,Yakovlev YAK-40,Aeroflot,21.0,Nalchik - Leninakan,"Leninakan, Russia",Russia,The crew deviated from course while descending to land. Navigational error. ATC procedural error in not identifying the planes position.,7
